memory_score,subj_idx,word,emotional,trialnr_enc,pupil_baseline_enc,pupil_dilation_enc,recalled_d1,recalled_d2,trialnr_recog,target_oldnew,recog_oldnew,rt_recog,confidence_recog,rt_confidence_recog,pupil_baseline_recog,pupil_dilation_recog
NaN,1,199,0,NaN,NaN,NaN,NaN,NaN,164,0,0,1566.28350327264,NaN,NaN,0.644280172085508,0.200005625730525
NaN,1,200,0,NaN,NaN,NaN,NaN,NaN,70,0,1,1620.08152995031,2,1010.0032655605,0.96885333701693,-0.0449084323096027
NaN,1,201,0,46,0.505890836094527,1.03990431831318,0,0,98,1,0,3025.43287925573,NaN,NaN,0.0597365262031826,1.43248994924236
NaN,1,202,0,NaN,NaN,NaN,NaN,NaN,201,0,1,4902.4283838171,1,294.074643402382,-0.979673602006646,0.863787941574451
1,1,203,0,56,-0.363055884735133,0.599704411099547,0,0,90,1,1,4283.39549019029,1,1058.61841763408,-0.588134569612974,0.756163017227205
3,1,204,0,48,0.183970554573712,0.409296195060748,0,0,166,1,1,2042.28965202219,3,387.518757726866,-0.590010658717631,1.58121752953004
NaN,1,205,0,NaN,NaN,NaN,NaN,NaN,224,0,0,4418.23202931209,NaN,NaN,-0.506786587560231,0.604692158432649
NaN,1,206,0,NaN,NaN,NaN,NaN,NaN,49,0,0,2045.57381803033,NaN,NaN,-1.1660068167701,2.18582994307301
4,1,207,0,67,0.21894622028729,0.664705489023864,0,0,19,1,1,1426.96948914181,4,493.755978574427,0.528523841409766,1.00580080819328
NaN,1,208,0,NaN,NaN,NaN,NaN,NaN,43,0,1,2496.8316362897,1,697.886559940343,-1.37630522719904,1.99720991487465
NaN,1,209,0,NaN,NaN,NaN,NaN,NaN,17,0,1,2274.44503111928,3,1161.64268607417,-1.00587585591626,2.19402444745287
NaN,1,210,0,NaN,NaN,NaN,NaN,NaN,50,0,0,2388.42336293737,NaN,NaN,-0.813314309481555,1.18825115573767
NaN,1,211,0,NaN,NaN,NaN,NaN,NaN,84,0,1,3092.01920072655,2,649.08086336527,-0.992396170732457,1.70308477927762
NaN,1,212,0,NaN,NaN,NaN,NaN,NaN,30,0,1,2010.04047627112,3,1369.02246821182,0.561687397882419,0.3577465018528
NaN,1,213,0,NaN,NaN,NaN,NaN,NaN,37,0,0,1528.54478533618,NaN,NaN,-0.168179195061563,1.31657863749591
NaN,1,214,0,NaN,NaN,NaN,NaN,NaN,79,0,0,1107.41128292921,NaN,NaN,0.506527846150349,-0.918073564601875
4,1,215,0,114,-0.559208476816072,1.3714482777408,0,0,67,1,1,1186.61267691914,4,334.312253037751,-0.062615630056052,0.967324158575993
NaN,1,216,0,NaN,NaN,NaN,NaN,NaN,28,0,0,1578.30737458562,NaN,NaN,0.903937339123136,-0.0225914758163481
3,1,217,0,9,0.508216191391475,0.759778905569788,0,0,75,1,1,1452.34879780537,3,391.352744065443,-0.277109956064687,1.6176209063428
4,1,219,0,107,0.325337905799609,-0.982598248684654,1,1,85,1,1,1129.96033209902,4,344.382241252788,0.114305639408801,1.09523908441029
NaN,1,220,0,57,0.857818940409204,0.271116914278213,0,0,176,1,0,3723.32970421985,NaN,NaN,0.00729121544084268,0.0908259632397566
NaN,1,221,0,NaN,NaN,NaN,NaN,NaN,44,0,0,1993.27929653782,NaN,NaN,0.714782945116505,-1.18155295279935
NaN,1,222,0,69,0.525762947898083,0.235139219479668,0,0,179,1,0,2697.55262588933,NaN,NaN,-3.47656441686156,2.13512574957869
NaN,1,223,0,NaN,NaN,NaN,NaN,NaN,86,0,0,1737.34274464914,NaN,NaN,-0.279345102651587,0.542880102159236
NaN,1,224,0,47,0.634327552652111,-0.163435602332856,0,0,118,1,0,2268.40085687263,NaN,NaN,-0.519955093980509,0.652318770435283
NaN,1,225,0,17,-0.657524475836099,1.18505724692878,0,0,105,1,0,3933.40790445291,NaN,NaN,0.041655110414954,0.348732870271794
4,1,226,0,3,-0.919569534696042,1.89531394371684,1,1,45,1,1,1232.11271509217,4,1107.92164707436,0.501309050012894,0.631612280049801
NaN,1,227,0,66,-0.434411753739206,1.02825225759983,0,0,110,1,0,5903.11164945433,NaN,NaN,-0.541042338309665,0.974886971027684
4,1,228,0,91,-0.73350290483298,1.68644063634114,0,0,106,1,1,989.888310126844,4,343.837232652277,-0.925748770212853,2.55994713244358
4,1,229,0,118,-0.901316974016564,0.63750521338727,0,0,41,1,1,1250.14162524803,4,537.923167581084,0.272937668682004,1.24261817603807
NaN,1,230,0,87,-0.000681374085846738,1.18148420273821,0,0,148,1,0,3063.4304682585,NaN,NaN,0.0965942767347816,0.950861542358539
3,1,231,0,96,0.199514958638919,0.505823822103358,0,0,89,1,1,1238.51712751275,3,395.010300309423,0.0979339792529655,0.575108637455707
NaN,1,232,0,44,0.397273721808703,0.0635141074895215,0,0,23,1,0,2892.2919937304,NaN,NaN,0.239439311923739,-0.179212451329744
4,1,233,0,42,-0.391773523265586,0.318454571614274,1,0,124,1,1,1088.6330260455,4,344.243663432735,-1.06083304745818,1.84269629185544
NaN,1,234,0,64,-0.0579661285709978,0.221174344098733,0,0,172,1,0,1702.65562577833,NaN,NaN,-1.78930444689665,2.25721190843646
3,1,235,0,39,-1.29392475178053,0.61274798471481,0,0,51,1,1,1408.5572445083,3,598.349833289831,1.08485486730205,-0.0842506329900417
3,1,236,0,41,-0.25053276347397,0.573761759539001,1,0,47,1,1,2007.47646582931,3,848.061289890211,0.289114881192752,1.25242023806036
4,1,237,0,5,-0.35267538758855,1.23559532256956,1,1,133,1,1,948.632217674913,4,398.967787714355,-0.0679665253952061,0.872851991471047
NaN,1,238,0,28,0.526634981173256,-0.523363888502512,0,0,152,1,0,2811.6833291524,NaN,NaN,0.0256286828270999,-0.153767668136564
4,1,239,0,85,0.0269617101145818,1.10645524696302,1,1,197,1,1,982.525080339656,4,341.374589319003,-1.02854538616651,1.34427022329736
3,1,240,0,110,-0.577580567220284,1.25966991429019,0,0,25,1,1,1595.28187434216,3,808.850824185356,0.272273146200564,0.768735867209599
NaN,2,1,1,119,0.0547024932761664,1.23889952914876,0,0,130,1,0,937.437726437565,NaN,NaN,-0.24094651054367,-0.597072966005703
NaN,2,2,1,NaN,NaN,NaN,NaN,NaN,93,0,0,993.0606820908,NaN,NaN,-1.3307253407417,0.803187837382755
NaN,2,3,1,NaN,NaN,NaN,NaN,NaN,172,0,0,717.866200622666,NaN,NaN,-0.115684460273136,0.340088859206627
1,2,4,1,47,-0.769228700203858,-0.996698919671118,0,0,101,1,1,1482.50043245389,1,327.859996521511,0.0264382359246276,-0.585398940745562
NaN,2,5,1,58,-0.134461511006227,-0.518941775170369,0,0,179,1,0,872.644351158669,NaN,NaN,0.0237729745842837,-0.212084432021422
3,2,6,1,59,-0.511688435056703,-0.368992133315771,0,0,211,1,1,1102.76745482042,3,480.661753430468,0.317236126377335,-0.395224670611048
NaN,2,7,1,NaN,NaN,NaN,NaN,NaN,186,0,0,1000.04330679076,NaN,NaN,0.249554534121781,-0.570067159954941
NaN,2,8,1,29,0.451352132085146,-0.694449507099371,0,0,214,1,0,1437.10987799022,NaN,NaN,0.580622683125443,-1.6699837709908
4,2,9,1,25,0.183800308773848,0.673008766798342,0,0,134,1,1,1375.7489668933,4,333.405296209094,-1.12557114888686,1.01091703926625
1,2,10,1,13,0.941571051232473,0.152763827681651,0,0,142,1,1,1424.81620277067,1,384.53382966145,-0.738360000403531,0.0437728370007703
NaN,2,11,1,NaN,NaN,NaN,NaN,NaN,63,0,0,1138.57724038826,NaN,NaN,-0.688610918109919,0.290017625388004
NaN,2,12,1,NaN,NaN,NaN,NaN,NaN,44,0,0,1003.98711189882,NaN,NaN,0.42791382062309,0.556990056482313
2,2,13,1,66,-1.04423172432275,0.0814697613532011,0,0,2,1,1,1695.49038364676,2,900.064203317015,1.99334870546567,0.841785775565304
NaN,2,14,1,NaN,NaN,NaN,NaN,NaN,143,0,0,1038.365325825,NaN,NaN,-1.18083704345474,0.231274369007995
NaN,2,15,1,NaN,NaN,NaN,NaN,NaN,225,0,1,2390.07421180031,1,431.163695178839,0.547622281850755,-0.1234115854489
NaN,2,16,1,NaN,NaN,NaN,NaN,NaN,115,0,0,1299.71539418329,NaN,NaN,-1.31326528657656,-0.0101680389354835
NaN,2,17,1,NaN,NaN,NaN,NaN,NaN,157,0,0,1018.64284275143,NaN,NaN,0.0183357165076863,-0.334004688052023
3,2,18,1,117,-0.982171721468501,0.720975026028574,0,0,14,1,1,1137.23922093959,3,1047.27080602606,0.295586051796366,1.05127765634361
NaN,2,19,1,NaN,NaN,NaN,NaN,NaN,201,0,1,992.547382442353,2,792.87644989563,0.547218407317017,0.2596603711469
3,2,20,1,52,-1.78708858980744,1.62393943616723,0,0,228,1,1,856.450498411505,3,536.598729539037,0.25400286543131,1.35149281006567
NaN,2,21,1,NaN,NaN,NaN,NaN,NaN,99,0,0,676.542860570407,NaN,NaN,-0.853232216508469,-0.130850526921597
NaN,2,22,1,NaN,NaN,NaN,NaN,NaN,133,0,1,1051.70014590476,1,376.645257070777,-0.640625064377703,0.784823628787579
NaN,2,23,1,NaN,NaN,NaN,NaN,NaN,98,0,0,2161.92184631836,NaN,NaN,-1.25379666077452,0.0124707077482178
NaN,2,24,1,64,-1.12823619082161,-0.815943380836344,0,0,114,1,0,843.522619297801,NaN,NaN,-1.22407705122006,-0.148120337244198
NaN,2,25,1,NaN,NaN,NaN,NaN,NaN,12,0,0,1327.34865559723,NaN,NaN,0.303539431284675,0.6333397161028
NaN,2,26,1,NaN,NaN,NaN,NaN,NaN,31,0,0,838.505126561358,NaN,NaN,0.222154097692932,1.24451868597115
NaN,2,27,1,83,-0.796523378153503,-0.0183104399149263,0,0,69,1,0,2129.2977178291,NaN,NaN,-1.07707840299487,0.226538104626567
NaN,2,28,1,NaN,NaN,NaN,NaN,NaN,190,0,0,1041.93188066347,NaN,NaN,0.191476891378428,-0.211636066772773
4,2,29,1,96,-0.36119593698789,1.53713531037929,1,1,57,1,1,1022.68922982512,4,537.166529687966,1.32635119808644,0.309705490576907
NaN,2,30,1,NaN,NaN,NaN,NaN,NaN,141,0,0,976.706079052747,NaN,NaN,-0.635021881290588,-0.172068738371119
NaN,2,31,1,NaN,NaN,NaN,NaN,NaN,122,0,0,1287.35884391972,NaN,NaN,1.4185396949132,-0.76808378362788
NaN,2,32,1,NaN,NaN,NaN,NaN,NaN,45,0,0,1054.38274349581,NaN,NaN,1.05382746364467,-0.561448122015614
NaN,2,33,1,NaN,NaN,NaN,NaN,NaN,35,0,0,927.060254922253,NaN,NaN,-0.156626222969308,1.26178246218086
2,2,34,1,9,0.954344734210411,0.564655643501343,0,0,94,1,1,1143.27458366097,2,743.266814417439,0.690843972388507,-0.730796423661292
NaN,2,35,1,NaN,NaN,NaN,NaN,NaN,194,0,0,935.059381630708,NaN,NaN,0.134925337819848,-0.891366524243205
NaN,2,36,1,70,0.548336569772173,-0.0760470891175947,0,0,9,1,0,1428.48348599728,NaN,NaN,1.14763412490173,0.54196534984848
1,2,37,1,36,0.782200229559923,-1.21881348478027,0,0,170,1,1,1581.48188781524,1,321.441288502683,-0.0184841925800224,0.99228843627927
NaN,2,38,1,NaN,NaN,NaN,NaN,NaN,199,0,0,1177.71663500571,NaN,NaN,0.0376368490079712,-0.720563402220124
NaN,2,39,1,NaN,NaN,NaN,NaN,NaN,164,0,0,8092.29382920057,NaN,NaN,0.832511495475783,-0.0762503027069619
NaN,2,40,1,79,-1.14632105955285,0.74077236054142,0,0,126,1,0,446.4615785364,NaN,NaN,1.39775894060073,-0.814809404371839
NaN,2,41,1,NaN,NaN,NaN,NaN,NaN,229,0,1,1981.38738277521,1,478.252612683718,1.27040352053902,-0.202278496072001
NaN,2,42,1,NaN,NaN,NaN,NaN,NaN,200,0,0,2371.88568033707,NaN,NaN,-0.682195762212227,1.07692209386801
4,2,43,1,106,-0.279545757074886,0.472729831616729,1,1,174,1,1,1261.93703276658,4,951.67764092912,1.03289466895813,0.0974453612655242
2,2,44,1,55,-0.42759900285459,-1.04672407627719,0,0,87,1,1,1717.92458459095,2,736.370628057557,-0.0642954506466771,-0.682503773892959
NaN,2,45,1,88,0.319413735384251,-1.11473898871457,0,0,180,1,0,1977.52602096625,NaN,NaN,-0.10722810385895,1.37823314703733
NaN,2,46,1,NaN,NaN,NaN,NaN,NaN,234,0,1,1547.18226769728,1,373.348166711367,0.661302468747854,0.378956716727145
2,2,47,1,105,-0.376344048640719,0.345104122571282,0,0,33,1,1,2594.82936162021,2,638.912467031332,0.193407499576782,1.25298890726395
NaN,2,48,1,NaN,NaN,NaN,NaN,NaN,66,0,0,959.72628824893,NaN,NaN,-0.133561559371421,-0.35828281172904
NaN,2,49,1,NaN,NaN,NaN,NaN,NaN,68,0,0,2248.76511487309,NaN,NaN,-1.60301885868626,0.455465285205915
4,2,50,1,2,2.10884066363461,1.35063877476651,0,0,23,1,1,1104.30161939985,4,382.899399288362,0.699245742176704,0.821469928848441
NaN,2,51,1,NaN,NaN,NaN,NaN,NaN,175,0,0,1114.43867662274,NaN,NaN,0.519062817319806,0.137592412792433
NaN,2,52,1,5,0.771417697575479,1.10772245150366,0,0,168,1,0,817.337408663661,NaN,NaN,-0.120197867851288,0.000856480597574705
NaN,2,53,1,NaN,NaN,NaN,NaN,NaN,75,0,1,1153.11998162542,1,687.741675954385,-0.542357885521312,-0.0672686066273335
4,2,54,1,17,1.17215205256,-0.634826785361958,0,0,120,1,1,789.155594562544,4,436.802239377357,-0.767250127598986,2.39613992572066
1,2,55,1,68,0.119802024668451,0.0266563288509668,0,0,29,1,1,1533.65835881959,1,341.131750526984,0.82365563682073,0.68660310095854
1,2,56,1,74,-0.233117443912278,0.268379134853064,0,0,116,1,1,1190.26150058198,1,433.589517062501,-1.13101791875869,-0.00511699790815756
4,2,57,1,33,0.0265663917865277,-0.498913106622936,0,1,230,1,1,708.115756806365,4,642.948920552953,-0.34168747316428,1.35643341447724
NaN,2,58,1,NaN,NaN,NaN,NaN,NaN,167,0,1,1947.25232846213,1,373.046219130629,-0.480478355286911,0.474423051069562
NaN,2,59,1,7,0.693007590801546,0.881024440334089,0,0,236,1,0,1443.89717492231,NaN,NaN,-0.0888786552128431,0.163260113072142
NaN,2,60,1,46,-0.296632609961548,-0.294642519936394,0,0,25,1,0,1247.89095927372,NaN,NaN,0.482118089164967,0.697034207109014
NaN,2,61,1,NaN,NaN,NaN,NaN,NaN,163,0,0,856.90056824933,NaN,NaN,-0.284022986789839,0.686268960249906
NaN,2,62,1,NaN,NaN,NaN,NaN,NaN,155,0,0,879.930157372655,NaN,NaN,-0.720792406010842,-0.379035818663079
4,2,63,1,107,-0.680166715715115,0.368784719005019,0,0,95,1,1,1163.00868638064,4,387.897323769721,-0.793275157920184,0.472850393612385
NaN,2,64,1,NaN,NaN,NaN,NaN,NaN,154,0,1,6758.23743285036,1,479.001897358103,-1.17122706241352,0.166456468631889
1,2,65,1,98,-0.475021159351143,0.11407188587896,0,0,221,1,1,1247.85438909566,1,372.218019858337,-1.14474536736372,0.242483098326058
4,2,66,1,60,-1.1536069037142,-0.0416257621714244,0,0,158,1,1,763.307535316926,4,388.21779402133,-0.687107814693751,0.338749613533807
NaN,2,67,1,NaN,NaN,NaN,NaN,NaN,184,0,0,1077.25418263362,NaN,NaN,-0.237740036523316,-0.301899940062914
2,2,68,1,71,-0.172749076674819,-0.0566391418714365,0,0,150,1,1,1121.90380503125,2,742.952060343669,-0.640486403400957,0.57533289129023
NaN,2,69,1,NaN,NaN,NaN,NaN,NaN,151,0,0,791.436418894591,NaN,NaN,-1.40678345758099,1.29591092882169
3,2,70,1,109,-0.192018067994167,-0.33209727336316,1,1,1,1,1,1059.63954635081,3,2129.21784085847,2.40071344764632,1.21183630040139
2,2,71,1,93,-0.425429971477856,0.801610209414155,0,0,166,1,1,1482.85885129917,2,477.881136652286,0.111079509585705,1.37429858002479
NaN,2,72,1,NaN,NaN,NaN,NaN,NaN,203,0,0,1176.82291115307,NaN,NaN,0.219746486525679,-0.457254169014509
NaN,2,73,1,NaN,NaN,NaN,NaN,NaN,176,0,1,1129.08407099167,1,389.946892804801,0.779871452875738,-0.0169585666522507
3,2,74,1,110,-0.95701373604368,0.773940038832635,0,0,217,1,1,1678.60362224383,3,489.299693901557,-1.52531757063452,0.307785169893009
4,2,75,1,40,-0.468514928052066,-0.68567948753331,0,0,138,1,1,977.957805713231,4,386.984031663815,-0.913805094594001,0.605247716302603
1,2,76,1,12,0.498464288679584,0.249433614297267,0,0,5,1,1,1788.51240851691,1,590.11886591361,1.85383085588029,0.588666459082179
NaN,2,77,1,NaN,NaN,NaN,NaN,NaN,135,0,0,1012.77582415969,NaN,NaN,-1.47783583635283,1.19645051797282
NaN,2,78,1,NaN,NaN,NaN,NaN,NaN,111,0,1,1222.81263212062,1,381.868697659229,-0.359318565917351,-0.248002663395056
NaN,2,79,1,NaN,NaN,NaN,NaN,NaN,83,0,0,718.075677172237,NaN,NaN,-0.428992795085156,-0.595133526480592
1,2,80,1,43,-0.865938552807416,0.369913980661481,0,0,10,1,1,2118.91916514833,1,854.763779097993,-0.155164355762852,1.99248652978813
NaN,2,81,1,NaN,NaN,NaN,NaN,NaN,72,0,1,2267.83646329204,1,372.75983593463,-0.515879839686155,-0.380185813914433
NaN,2,82,1,NaN,NaN,NaN,NaN,NaN,212,0,0,952.436858084184,NaN,NaN,-0.612945214428168,-0.499909491060122
NaN,2,83,1,NaN,NaN,NaN,NaN,NaN,118,0,0,1507.10423848432,NaN,NaN,-1.59096781860664,0.661707031353009
2,2,84,1,6,1.96223402243157,0.585813244807907,0,0,39,1,1,1154.69474486417,2,436.509357154137,0.750249608766073,0.493475771483615
NaN,2,85,1,NaN,NaN,NaN,NaN,NaN,204,0,0,2718.12957006841,NaN,NaN,0.889481875286587,0.90846194777214
NaN,2,86,1,89,-0.582296167694037,-0.328218585963422,0,0,152,1,0,858.321030997104,NaN,NaN,-0.308372972263227,-0.84125738367682
NaN,2,87,1,NaN,NaN,NaN,NaN,NaN,205,0,0,732.597246202204,NaN,NaN,0.880819521927774,-0.210266741362964
NaN,2,88,1,NaN,NaN,NaN,NaN,NaN,182,0,0,1961.2869366847,NaN,NaN,0.490995649360222,-0.0788755502864686
1,2,89,1,54,-1.00061840975494,0.396060811208466,0,0,162,1,1,2017.91072641754,1,476.522586575811,-0.78637452459221,1.04786421654862
NaN,2,90,1,NaN,NaN,NaN,NaN,NaN,191,0,0,2291.83195425139,NaN,NaN,1.2868840136326,-1.26899051411298
1,2,91,1,78,-0.383480492054442,-0.059602466605031,0,0,192,1,1,1126.88087809511,1,543.063631470432,0.545415385632609,0.346899427888605
1,2,92,1,80,-0.103185006893422,0.378328638143215,0,0,62,1,1,1293.62187303559,1,434.090913464388,-0.943009811703951,0.544661695073798
NaN,2,93,1,86,-1.49889950586436,1.17370580124297,1,1,58,1,0,1036.70042030171,NaN,NaN,0.619190077979211,-0.419607483073074
4,2,94,1,3,2.33000505111662,0.216051011856599,0,0,16,1,1,1307.76404150492,4,537.333982614655,0.0587279569356724,1.70078247693212
NaN,2,95,1,NaN,NaN,NaN,NaN,NaN,129,0,0,1532.73993405855,NaN,NaN,0.760136603003784,-0.90176723056054
2,2,96,1,75,-0.306383536035715,1.79843911209896,0,0,59,1,1,1290.44219112802,2,433.826581644098,0.397730881045008,0.0625771778783295
NaN,2,97,1,NaN,NaN,NaN,NaN,NaN,178,0,0,1091.371554945,NaN,NaN,0.835874141404823,-0.551279982028266
NaN,2,99,1,NaN,NaN,NaN,NaN,NaN,20,0,0,1052.38646082216,NaN,NaN,0.806621535970381,0.742819406300021
NaN,2,100,1,72,-0.0793537610355407,0.178554256704465,0,0,102,1,0,1051.93991968736,NaN,NaN,-0.621658595406931,-0.581558661702269
NaN,2,101,1,NaN,NaN,NaN,NaN,NaN,15,0,0,1848.315237512,NaN,NaN,0.41867110597781,0.248642544346558
NaN,2,102,1,NaN,NaN,NaN,NaN,NaN,222,0,0,1001.47820513484,NaN,NaN,-1.35029252832622,1.21324939758646
1,2,103,1,28,0.987406433181692,-0.529723480040231,0,0,171,1,1,1812.20261262206,1,386.569890424653,-0.0580440289545125,-0.235281045668519
4,2,104,1,101,-0.309733517569074,-0.182289442064011,0,0,55,1,1,1056.98371728977,4,333.99961633404,0.0575047896680135,0.860315250547367
NaN,2,105,1,NaN,NaN,NaN,NaN,NaN,103,0,0,1031.29737231211,NaN,NaN,-0.847950389490475,0.104725171526135
NaN,2,106,1,NaN,NaN,NaN,NaN,NaN,183,0,0,1022.51375712331,NaN,NaN,-0.381411627233651,-0.0819492536708379
NaN,2,107,1,NaN,NaN,NaN,NaN,NaN,41,0,1,1367.42540164596,1,428.311862788178,0.56621622775945,0.596294271748469
1,2,108,1,116,-0.0331007254135076,-0.0425015277707237,0,0,53,1,1,1228.22197713685,1,797.378752213262,-0.290261819656506,0.904014443020987
NaN,2,109,1,49,-0.864517178118823,0.0170609559509899,0,0,49,1,0,1059.34409779729,NaN,NaN,-0.506052755019008,0.127237401498745
NaN,2,110,1,NaN,NaN,NaN,NaN,NaN,26,0,0,887.827070529966,NaN,NaN,0.200384802359133,0.622128298363169
NaN,2,111,1,NaN,NaN,NaN,NaN,NaN,147,0,1,7324.90775653423,1,482.771061304447,-1.65104249019665,0.860111722637937
1,2,112,1,20,0.681115309145039,0.61881622026549,0,0,197,1,1,1538.62787523394,1,382.70824340907,0.195413740175806,0.231649847377409
NaN,2,113,1,NaN,NaN,NaN,NaN,NaN,70,0,0,975.429009904474,NaN,NaN,-0.762197728901087,-0.353525165903078
NaN,2,114,1,NaN,NaN,NaN,NaN,NaN,79,0,0,976.376305861777,NaN,NaN,-1.01352493896673,0.392837835328169
3,2,115,1,76,0.100640655875152,-0.523443021650019,0,0,91,1,1,1186.71033274404,3,536.918237419741,-2.0569923922498,0.971498713719459
NaN,2,116,1,22,0.897530337384748,0.341405682775416,0,0,73,1,0,1257.64655929015,NaN,NaN,-0.727604067997509,-0.0259395112236963
2,2,117,1,26,0.798122322746257,0.149717607257461,0,0,6,1,1,4358.49758486256,2,744.674066674634,1.6878223494807,-0.111384892444253
NaN,2,118,1,113,-1.25257866357823,1.45827680071635,0,0,208,1,0,4404.27370661746,NaN,NaN,0.063531815932783,-0.526995171816433
NaN,2,119,1,50,-1.28440113012094,0.29962469779739,0,0,160,1,0,1561.80039482933,NaN,NaN,-0.87188073996555,0.64696188535975
4,2,120,1,24,0.86605276105303,-0.0159079021336588,0,0,107,1,1,820.021063338572,4,379.445762895557,-0.700049045142404,0.766099952989337
NaN,2,121,0,NaN,NaN,NaN,NaN,NaN,159,0,0,2481.92567014848,NaN,NaN,-1.73260873440509,1.42768085158208
NaN,2,122,0,53,0.596147817053921,0.598834829614267,1,0,177,1,0,1153.76541320802,NaN,NaN,0.559986759449352,-0.273351513668012
3,2,123,0,8,2.30957267058253,-1.07300644440919,1,1,218,1,1,1019.27344677824,3,483.289471672833,-1.49534536540671,0.0236811232478962
4,2,124,0,31,0.563056659432624,0.483669318156661,0,0,40,1,1,994.003641884774,4,542.809244172531,0.116406520158366,1.10978365818569
NaN,2,125,0,82,0.22802102142898,-1.14616645370612,0,0,96,1,0,1002.90604607835,NaN,NaN,-0.891565697187261,0.0786045646383996
NaN,2,126,0,NaN,NaN,NaN,NaN,NaN,67,0,0,1054.06483956904,NaN,NaN,-1.20088727028428,0.19960387809397
NaN,2,127,0,NaN,NaN,NaN,NaN,NaN,109,0,0,1557.05387527814,NaN,NaN,-0.741460525015676,0.49986712940092
NaN,2,128,0,NaN,NaN,NaN,NaN,NaN,47,0,0,934.309680918886,NaN,NaN,-0.296278144936644,0.110899547128122
NaN,2,129,0,NaN,NaN,NaN,NaN,NaN,238,0,0,718.717580055454,NaN,NaN,1.04795090820567,-0.415664747301686
NaN,2,130,0,NaN,NaN,NaN,NaN,NaN,60,0,0,924.053040875151,NaN,NaN,-0.0965948963713619,0.834531434822642
NaN,2,131,0,NaN,NaN,NaN,NaN,NaN,84,0,0,896.933045134574,NaN,NaN,-0.571124801064459,-0.0511946127100286
NaN,2,132,0,NaN,NaN,NaN,NaN,NaN,71,0,0,1146.56686215676,NaN,NaN,-0.71304248867195,-0.0394860875095966
NaN,2,133,0,NaN,NaN,NaN,NaN,NaN,127,0,0,807.592739085521,NaN,NaN,0.781485770438274,-0.551757124735087
NaN,2,134,0,120,0.52264168388634,-0.187795365576994,0,0,156,1,0,918.349376093829,NaN,NaN,-0.503675732473025,0.747747101307043
NaN,2,135,0,115,0.0660231019175551,-0.0550568073103813,0,0,19,1,0,1166.38501212947,NaN,NaN,0.712702238690148,0.520940881407071
NaN,2,136,0,NaN,NaN,NaN,NaN,NaN,165,0,0,762.605965301191,NaN,NaN,-0.531875335922907,-0.0358135631257387
NaN,2,137,0,NaN,NaN,NaN,NaN,NaN,233,0,0,1251.72024197855,NaN,NaN,0.0972897026910719,-0.347100895527838
NaN,2,138,0,63,-0.814836762726246,-0.392731715361867,0,0,223,1,0,1277.55643195815,NaN,NaN,-0.153466463200473,0.581498259821141
NaN,2,139,0,NaN,NaN,NaN,NaN,NaN,136,0,0,1173.02378280692,NaN,NaN,-0.399473092161426,-0.106025780792271
NaN,2,140,0,NaN,NaN,NaN,NaN,NaN,38,0,0,1796.64093280917,NaN,NaN,0.728388212480889,0.713407282868989
NaN,2,141,0,65,-1.06416791108879,0.100426849785728,0,0,90,1,0,1914.35713153805,NaN,NaN,-1.72113537825646,0.643113492726466
1,2,142,0,10,1.35054607330153,-0.651562285938758,0,0,100,1,1,988.945219796733,1,482.582650207405,-0.0242551832008392,-0.682729707950134
NaN,2,143,0,87,-1.31088967669583,1.19786304591527,0,0,202,1,0,1867.60151592898,NaN,NaN,-0.835733960022717,0.705971443913189
NaN,2,144,0,NaN,NaN,NaN,NaN,NaN,13,0,0,967.289257927405,NaN,NaN,1.09414628864292,-0.146234299588292
NaN,2,145,0,NaN,NaN,NaN,NaN,NaN,224,0,0,2322.47295143316,NaN,NaN,-0.33405519084681,0.465291019210242
NaN,2,146,0,NaN,NaN,NaN,NaN,NaN,153,0,0,2339.20541341467,NaN,NaN,-0.564286569727088,-0.330327921205807
NaN,2,147,0,NaN,NaN,NaN,NaN,NaN,18,0,0,1042.15450964693,NaN,NaN,1.03107610164586,-0.203680669745798
NaN,2,148,0,NaN,NaN,NaN,NaN,NaN,195,0,0,759.106135001275,NaN,NaN,0.153418189836992,0.411815845629788
NaN,2,149,0,37,-0.845765561850802,1.32900640483711,0,0,50,1,0,1021.45389909492,NaN,NaN,-0.0960726991228109,0.0637054151416764
